Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
318,M,Hindu,IT,D10,D5,C2,293,145,60,HRS,BPD,SDS,70,69,83,41,64,74,73,75,83,89,57,59,90,65,90,69,79,65,88,99,97,98,100,100,100,93.65,91.8,92.19,92.59,93.22,84,79,77,79,65,75,88,83,71
319,M,Hindu,IT,D11,D3,C1,302,72,28,NRS,PAT,AKS,70,73,50,64,77,72,83,78,62,65,69,73,81,63,76.5,72,77,68,71,99,99,98,94,100,100,94.2,89.29,93.85,91.84,96.72,74,66,46,76,68,83,87,84,48
320,M,Hindu,IT,D11,D11,C6,313,323,160,KCS,PVS,SYD,52,43,48,40,80,42,72,61,59,81,43,44,74,35,66,38,39,47,76,95,90,91,94,93,100,76.39,77.97,81.82,90,86.36,35,49,75,71,71,67,73,69,35
321,M,Hindu,IT,D6,D2,C4,165,44,113,MMS,JPM,ASP,83,76,75,56,89,80,79,69,82,90,57,45,73,45,78,47,73,46,80,92,92,97,92,69,100,75.76,70.49,74.6,67.39,75.38,67,89,92,77,73,68,94,88,59
322,M,Hindu,IT,D12,D10,C5,338,296,144,PJD,PJD,BNS,61,58,79,33,65,49,90,67,77,57,48,43,68,46,57,48,45,50,74,90,89,94,94,93,100,87.1,93.55,90.77,87.5,87.5,72,50,60,42,77,51,70,79,42
323,M,Hindu,IT,D12,D12,C5,354,332,154,NSD,PAT,AKS,52,38,47,32,48,48,87,45,62,62,35,52,73,47,71,53,61,45,70,98,98,99,97,93,100,91.38,88.14,95.24,100,97.14,57,52,60,59,59,51,82,74,34
324,M,Hindu,IT,D11,D6,C2,324,173,46,ARP,JJS,AKS,64,59,60,65,98,59,64,76,96,81,37,65,92,72,90,61,79,81,89,73,75,87,74,80,100,84.75,77.59,71.64,76.92,75.76,57,61,85,87,72,88,94,84,55
325,F,Hindu,IT,D4,D1,C1,102,7,1,VVV,PAT,AKS,88,84,68,73,87,92,79,84,89,93,88,85,75,91,79,90,90,86,78,100,100,99,100,100,100,96.88,91.8,96.77,100,96.97,95,90,91,97,75,90,84,93,56
326,M,Hindu,IT,D2,D7,C1,34,185,20,VVV,IAM,ASP,66,64,75,51,82,62,73,77,81,66,69,74,77,71,70,75,76,76,72,93,93,96,92,92,100,82.76,89.86,86.89,88.89,91.38,65,77,79,85,74,75,82,78,57
327,M,Hindu,IT,D10,D10,C5,300,298,136,MMP,VHP,BAP,62,53,57,40,77,44,69,44,58,90,45,49,81,43,60,48,66,61,75,90,89,88,86,92,100,75.81,80.65,80,95.83,79.69,42,46,73,65,73,59,89,73,45
328,M,Hindu,IT,D8,D1,C1,218,29,13,NSD,IAM,BAP,82,85,80,57,72,81,82,81,68,72,73,79,85,66,91,82,84,74,89,92,88,98,97,100,100,92.19,93.44,93.55,91.67,93.94,72,76,94,92,67,79,86,79,65
329,M,Hindu,IT,D12,D6,C3,343,160,93,DPP,JJS,SDS,62,74,58,43,75,72,76,84,57,58,41,60,63,66,69,57,76,62,76,91,92,98,94,93,100,93.22,89.66,85.07,94.23,90.91,61,67,92,80,65,69,69,75,61
330,M,Hindu,IT,D3,D10,C5,84,293,143,SVC,PAT,SYD,64,51,74,36,61,50,67,55,74,78,48,42,64,48,58,47,66,51,55,92,92,92,90,93,100,91.94,83.87,83.08,100,96.88,62,36,73,65,55,60,88,71,40
331,M,Hindu,IT,D10,D12,C5,272,340,156,VVV,BPD,BNS,40,58,60,28,67,38,64,67,57,90,36,48,52,38,53,56,40,53,54,90,89,92,92,92,100,89.66,86.44,80.95,84.62,91.43,65,48,63,75,63,54,60,64,37
332,M,Hindu,IT,D1,D1,C1,18,20,3,ARP,PAT,BNS,88,86,78,55,88,81,70,83,80,57,83,79,73,85,69,85,81,73,73,98,96,96,97,100,100,100,96.72,100,95.83,98.48,84,94,84,96,71,85,86,86,61
333,M,Hindu,IT,D1,D4,C2,31,91,37,NSD,ZPB,AKS,78,71,76,47,86,74,86,71,81,68,59,69,88,65,80,76,92,54,91,86,84,86,81,92,100,82.09,82.35,90.16,89.8,82.46,74,82,92,75,55,65,74,93,37
334,M,Hindu,IT,D3,D4,C3,77,113,79,KGB,PVV,ZKG,69,67,74,61,65,64,67,70,67,87,49,54,89,64,88,67,81,66,91,90,94,97,85,93,100,91.04,86.76,83.61,85.71,78.95,67,68,97,78,85,73,80,81,57
335,F,Hindu,IT,D10,D6,C3,301,180,71,MMS,PVS,SYD,71,67,71,43,76,64,86,75,72,93,51,63,86,66,68,55,80,57,82,94,94,98,97,100,100,98.31,96.55,91.04,92.31,95.45,61,67,96,68,79,59,79,85,54
336,M,Hindu,IT,D4,D4,C1,108,92,34,KDL,ASA,SYD,90,57,70,62,72,61,57,54,55,81,84,69,72,53,73,64,71,61,78,87,93,89,95,93,100,88.06,83.82,96.72,95.92,94.74,90,65,93,65,89,84,89,78,44
337,M,Hindu,IT,D6,D11,C5,180,320,152,MDP,PDB,SYD,51,46,83,29,77,54,71,56,83,76,47,41,59,37,55,44,46,49,74,95,95,95,92,92,100,90.28,91.53,90.91,96,95.45,49,45,76,78,68,63,67,77,47
338,M,Hindu,IT,D2,D6,C2,36,152,45,CVM,PVV,ZKG,68,67,88,54,78,62,87,62,81,89,45,66,82,72,79,76,83,63,72,93,94,94,92,92,100,98.31,94.83,85.07,96.15,87.88,80,74,76,81,84,65,89,79,60
339,M,Hindu,CSD,D12,D12,C6,359,335,177,CVM,PJD,SYD,34,48,45,26,55,60,85,75,73,75,21,36,42,41,44,41,60,45,44,95,97,100,100,100,100,89.66,84.75,87.3,88.46,90,44,42,75,48,56,48,47,79,55
340,M,Hindu,CSD,D12,D10,C5,356,299,146,SVC,ZPB,JDP,48,58,56,40,47,53,87,82,60,66,35,47,53,53,45,54,53,56,51,91,93,97,97,100,100,90.32,87.1,96.92,100,96.88,50,40,67,42,70,62,87,54,45
341,M,Hindu,CSD,D12,D11,C4,358,302,118,ARP,IAM,BAP,52,58,68,45,84,43,84,76,81,77,33,60,85,50,81,54,69,69,85,100,100,100,100,86,100,98.61,96.61,100,96,100,27,27,58,68,61,66,92,46,52
342,M,Hindu,CSD,D12,D12,C6,346,355,184,JAZ,PVS,AKS,41,26,77,23,45,35,61,49,57,59,28,40,36,24,59,29,47,34,68,100,100,100,100,100,100,100,100,100,100,100,24,51,87,31,29,46,43,46,26
343,F,Hindu,CSD,D12,D6,C2,357,163,58,VVV,PAT,BAP,65,66,83,49,70,69,85,85,81,78,51,58,75,73,78,75,77,64,75.5,98,100,99,100,100,100,98.31,100,100,100,100,67,70,91,72,64,65,71,91,58
344,F,Hindu,CSD,D11,D11,C5,318,308,135,MMS,PVV,SPP,47,49,60,41,69,52,78,61,75,83,43,57,67,45,59,53,53,54,69,86,94,89,79,73,100,81.94,81.36,81.82,90,95.45,58,63,67,61,71,73,96,76,42
345,M,Hindu,CSD,D5,D6,C2,141,170,50,JAZ,ASA,JDP,83,64,80,34,78,66,62,83,58,81,77,68,61,65,68,62,72,43,71.5,84,76,78,74,79,100,86.44,79.31,76.12,90.38,74.24,78,76,91,70,70,71,68,73,56
346,M,Hindu,CSD,D10,D6,C3,274,179,98,CVM,PJD,SYD,66,70,75,60,75,49,70,58,87,93,30,57,88,56,85,63,86,70,83,93,86,96,89,92,100,86.44,100,86.57,88.46,96.97,46,52,96,70,88,72,80,54,42
347,M,Hindu,CSD,D12,D11,C5,353,327,147,NRS,BPD,SDS,42,50,61,31,66,52,84,59,87,65,39,52,48,48,37,58,61,43,45,86,80,88,83,71,100,86.11,91.53,74.55,96,89.39,51,55,72,66,65,58,77,69,53
348,M,Hindu,CSD,D12,D7,C2,352,203,65,MMS,PDB,JDP,65,68,66,40,53,66,86,76,75,77,58,73,87,67,85,70,77,47,85,98,100,100,100,93,100,89.66,91.3,81.97,92.59,94.83,65,76,91,84,62,65,61,78,48
349,M,Hindu,CSD,D10,D10,C5,286,297,155,NSD,PVS,ASP,61,60,80,29,77,49,64,65,57,82,40,40,32,40,31,45,69,50,26,86,73,84,83,92,100,74.19,70.97,75.38,75,68.75,46,31,52,41,50,47,59,66,34
350,F,Hindu,CSD,D12,D5,C2,349,123,57,KGB,NPB,ZKG,86,64,57,43,47,66,90,77,76,63,76,60,88,57,83,74,80,54,86,98,100,100,100,100,100,96.83,95.08,90.63,100,96.61,78,80,93,73,51,63,64,82,64
351,F,Hindu,CSD,D12,D11,C4,355,307,117,PJD,PDB,BNS,48,49,74,37,69,59,85,72,79,81,40,64,67,56,60,67,52,53,70,74,80,88,81,79,100,79.17,77.97,72.73,82,90.91,43,58,69,65,70,52,91,76,53
352,M,Hindu,AIML,A6,A6,C6,153,166,165,JHS,IJT,BNS,30,39,36,36,65,48,73,69,76,81,29,47,69,39,55,33,38,54,75,89.29,84.38,90,89.47,92.86,100,91.3,84.62,82.26,91.3,86.44,37,34,79,60,52,61,50,51,47
353,M,Hindu,AIML,A6,A4,C4,178,96,130,ASA,ARY,AKS,49,59,69,42,74,59,76,73,70,64,42,55,47,53,42,64,60,51,52,100,92.19,98,94.74,100,100,87.69,90.77,87.72,88,81.25,39,45,63,55,63,55,89,83,51
354,F,Hindu,AIML,A5,A6,C6,149,174,161,PBS,IRS,SPP,32,32,66,32,75,41,73,62,77,84,36,51,64,39,53,49,45,44,62,81.4,82.81,74.51,78.95,70,100,89.86,87.69,87.1,86.96,81.36,39,37,70,61,67,61,47,54,41
355,M,Hindu,AIML,A5,A3,C4,137,73,123,PBS,HSP,BNS,53,58,67,47,82,68,62,79,72,84,42,49,82,64,70,60,65,51,68,86.05,85.94,85.29,78.95,70,100,87.69,68.25,82.09,84.31,62.5,47,54,91,62,58,56,82,90,58
356,M,Hindu,AIML,A4,A4,C4,102,104,124,SJG,YRP,ZKG,67,51,77,34,67,54,69,51,75,73,52,63,56,40,56,51,57,52,61,98.86,97.1,93.41,100,92.86,100,89.23,89.23,85.96,98,90.63,39,65,88,52,71,60,80,63,39
357,M,Hindu,AIML,A5,A5,C5,145,136,153,ARY,ARY,ZKG,47,42,66,42,67,57,72,52,73,78,31,54,48,43,39,48,73,39,52,100,100,100,100,100,100,89.66,100,95.38,96.72,91.23,42,49,71,48,55,55,68,53,33
358,M,Hindu,AIML,A4,A2,C5,104,58,148,VVP,IJT,AKS,66,59,79,52,70,61,70,56,76,87,37,43,92,42,87,59,79,38,85,88.64,89.86,85.71,81.58,85.71,100,78.69,80.36,67.19,76.27,72.58,48,39,66,69,78,63,69,69,36
359,M,Hindu,AIML,A1,A4,C4,25,110,132,ARY,HDS,BNS,57,54,70,30,90,59,59,86,80,74,48,51,53,50,51,63,72,48,70,84.71,85.94,86.87,79.49,76.92,100,80,87.69,75.44,98,90.63,54,61,86,69,60,71,80,73,53
360,M,Hindu,AIML,A1,A3,C4,8,67,126,VVP,YRP,BNS,64,58,63,52,87,56,71,53,86,88,53,41,74,54,67,56,69,53,81.5,92.94,98.44,95.96,94.87,100,100,98.46,96.83,100,96.08,96.43,59,69,72,72,74,70,91,67,42
361,M,Muslim,AIML,A4,A2,C2,117,32,69,JHS,KDL,SPP,61,69,72,58,86,71,74,81,78,84,42,56,86,68,84,67,79,71,89,100,100,100,100,100,100,95.08,94.64,84.38,89.83,90.32,35,48,71,55,63,79,68,64,41
362,M,Hindu,AIML,A4,A5,C6,116,135,164,VVP,ARY,ASP,38,56,63,39,64,54,68,80,67,72,20,42,47,43,36,52,81,50,46,87.5,92.75,89.01,92.11,92.86,100,89.66,93.44,89.23,95.08,91.23,32,64,86,60,59,61,48,61,53
363,M,Hindu,AIML,A5,A4,C4,129,95,119,JHS,IJT,JDP,53,46,71,48,73,63,77,61,77,91,39,52,78,56,72,56,36,66,81,86.05,78.13,81.37,86.84,90,100,83.08,80,77.19,78,78.13,33,42,57,67,82,75,98,58,31
364,F,Hindu,AIML,A1,A1,C1,23,3,8,DHK,HDS,SPP,74,85,86,64,88,82,79,74,72,93,61,77,70,83,69,85,71,81,67,94.12,96.88,97.98,92.31,92.31,100,93.55,96.61,100,100,96.88,76,84,93,93,76,92,84,88,58
365,F,Hindu,AIML,A1,A2,C2,9,31,63,JHS,YRP,BNS,61,78,77,50,74,71,69,79,71,81,55,63,67,63,55,83,76,54,66,94.12,92.19,94.95,89.74,84.62,100,93.44,98.21,85.94,91.53,96.77,78,84,91,89,91,71,73,91,71
366,M,Hindu,AIML,A2,A2,C4,42,51,131,SJG,HDS,ASP,55,62,73,59,78,68,66,66,81,83,32,52,88,43,62,84,77,51,84,86.21,85.48,87.63,73.81,75,100,80.33,83.93,71.88,89.83,80.65,44,66,86,63,58,65,82,73,36
367,M,Hindu,AIML,A2,A3,C3,40,71,88,MCD,HDS,ZKG,66,62,70,51,80,48,75,72,79,80,59,59,77,55,72,61,47,58,83.5,77.01,69.35,89.69,76.19,83.33,100,61.54,57.14,56.72,60.78,62.5,75,71,96,79,68,74,73,64,57
368,F,Hindu,AIML,A4,A2,C2,110,46,51,DBP,HDS,SDS,61,66,61,55,88,67,73,63,82,79,54,67,86,62,78,73,80,62,85,100,100,100,100,100,100,96.72,92.86,93.75,98.31,93.55,77,76,95,75,59,72,86,76,57
369,M,Hindu,AIML,A5,A4,C3,138,117,85,SJG,YRP,AKS,51,39,76,44,81,61,64,51,71,80,51,79,62,55,51,54,57,53,63,100,93.75,100,94.74,100,100,98.46,96.92,89.47,98,100,54,57,91,84,85,71,86,56,27
370,M,Hindu,AIML,A4,A5,C5,109,141,157,ARY,HDS,BAP,45,43,57,40,67,53,71,55,79,65,49,35,40,55,43,43,78,41,60,89.77,91.3,93.41,92.11,100,100,94.83,96.72,93.85,91.8,94.74,39,30,59,60,53,59,66,37,32
371,M,Hindu,AIML,A1,A5,C4,4,118,115,MCD,DAS,ZKG,46,51,69,40,79,57,69,71,83,87,50,54,69,51,55,74,45,56,67,80,81.25,82.83,79.49,76.92,100,89.66,86.89,89.23,90.16,80.7,47,74,73,88,83,78,96,86,41
372,M,Hindu,AIML,A5,A1,C1,140,24,33,VVP,HDS,SDS,62,57,86,77,82,76,78,79,79,94,43,76,90,65,89,55,82,80,91,82.56,79.69,78.43,76.32,80,100,75.81,86.44,70.77,76.92,84.38,57,48,68,71,76,87,92,82,58
373,M,Hindu,AIML,A2,A1,C4,33,30,114,JHS,HSP,BNS,66,74,82,50,88,73,60,77,91,79,56,42,86.5,48,76,69,73,52,93,72.41,70.97,76.29,66.67,50,100,66.13,61.02,55.38,65.38,51.56,48,48,60,56,67,74,94,58,55
374,M,Hindu,AIML,A2,A2,C2,44,48,42,VVP,DAS,SDS,58,58,74,61,80,67,65,76,71,78,55,57,78,81,70,76,79,71,83,88.51,85.48,87.63,88.1,91.67,100,88.52,85.71,82.81,89.83,75.81,68,63,84,67,49,74,75,90,59
375,F,Hindu,AIML,A2,A5,C6,56,138,166,VVP,IRS,BAP,27,48,58,46,80,63,65,45,87,80,25,40,68,49,31,40,80,41,60,78.16,74.19,79.38,71.43,83.33,100,65.52,62.3,78.46,67.21,73.68,30,56,77,53,65,59,72,84,38
376,M,Hindu,AIDS,A6,A4,A5,172,89,172,MCD,KDL,SAS,46,45,47,60,92,61,80,64,61,80,40,64,74,53,72,46,71,58,69,79.76,75,84,71.05,85.71,100,80,81.54,50.88,80,67.19,51,39,56,58,73,73,74,71,36
377,M,Hindu,AIDS,A1,A6,A7,20,156,219,VVP,IRS,DKU,53,38,74,34,74,36,70,55,72,71,53,42,46,42,51,48,54,52,51,88.24,82.81,86.87,84.62,92.31,100,91.3,84.62,82.26,82.61,84.75,45,48,69,45,72,55,63,71,52
378,M,Hindu,AIDS,A1,A2,A2,7,36,58,YRP,IRS,PHA,60,75,70,56,93,65,60,66,77,79,81,63,83,72,82,72,78,73,85,89.41,93.75,93.94,89.74,84.62,100,93.44,85.71,84.38,93.22,85.48,72,59,88,75,80,78,95,70,43
379,M,Hindu,AIDS,A3,A4,A6,74,100,207,DBP,HDS,UMM,58,56,81,40,69,53,75,50,79,81,55,47,32,37,41,40,41,50,49,84,87.88,86.79,85.71,90.91,100,95.38,95.38,85.96,96,87.5,54,34,58,50,60,55,72,69,35
380,M,Hindu,AIDS,A1,A1,A2,18,26,73,SJG,YRP,ZVB,70,74,82,59,81,66,77,81,65,91,55,67,62,75,63,76,64,65,63,83.53,78.13,80.81,76.92,84.62,100,75.81,74.58,84.62,80.77,87.5,77,63,82,81,76,73,82,79,55
381,M,Hindu,AIDS,A1,A2,A2,16,47,66,MCD,PKS,PHA,65,68,70,49,96,66,60,76,82,77,60,68,76,79,66,71,76,66,74,94.12,96.88,95.96,92.31,100,100,98.36,96.43,87.5,100,98.39,74,73,86,79,87,81,92,78,46
382,M,Hindu,AIDS,A4,A6,A7,112,164,234,MCD,PKS,DKU,35,42,42,35,66,43,68,65,64,77,44,44,62,36,49,42,24,40,61,78.41,84.06,82.42,86.84,92.86,100,85.51,81.54,83.87,73.91,67.8,36,43,73,49,61,37,49,38,45
383,M,Hindu,AIDS,A3,A5,A6,76,140,213,MCD,ARY,DVP,46,42,67,33,67,60,78,62,85,78,46,47,47,59,54,47,68,38,44,94.67,100,100,92.86,90.91,100,100,100,96.92,100,100,57,58,64,59,64,52,61,66,58
384,M,Hindu,AIDS,A2,A5,A7,36,146,233,ASA,ARY,DKU,49,50,89,31,88,44,66,60,71,80,31,31,46,46,45,58,68,41,49,86.21,77.42,87.63,83.33,83.33,100,81.03,81.97,80,80.33,70.18,39,49,76,42,72,50,55,42,38
385,M,Hindu,AIDS,A2,A6,A7,55,161,241,YRP,YRP,ZVB,34,39,67,34,77,51,66,55,72,79,32,43,35,30,19,36,45,36,35,79.31,80.65,78.35,78.57,83.33,100,88.41,76.92,66.13,80.43,67.8,38,34,75,43,64,44,55,50,62
386,M,Muslim,AIDS,A6,A5,A6,168,145,214,MCD,PKS,DVP,43,37,62,46,82,49,83,70,64,72,35,46,68,57,55,56,74,50,61,83.33,78.13,84,86.84,85.71,100,77.59,73.77,76.92,88.52,84.21,59,38,69,74,68,63,90,73,63
387,M,Jain,AIDS,A4,A3,A4,98,69,141,DBP,DAS,MVP,58,64,77,40,73,67,72,84,84,87,39,55,86,69,73,68,66,59,85,78.41,76.81,82.42,73.68,64.29,100,96.92,100,97.01,94.12,96.43,66,44,87,61,69,61,78,78,55
388,M,Hindu,AIDS,A6,A5,A6,170,134,183,DBP,YRP,DPB,52,42,64,48,67,46,66,73,60,69,43,56,76,56,37,66,59,64,82,75,75,73,60.53,78.57,100,68.97,70.49,66.15,68.85,77.19,69,32,73,67,74,70,91,60,38
389,M,Hindu,AIDS,A5,A6,A7,144,175,246,JHS,ARY,DKU,19,21,58,26,61,30,69,56,65,80,33,59,33,40,30,38,31,33,30,94.19,92.19,97.06,94.74,100,100,95.65,90.77,93.55,86.96,89.83,34,44,64,33,57,41,56,55,39
390,M,Hindu,AIDS,A3,A4,A7,85,111,216,ARY,KDL,SAS,44,54,73,44,58,58,81,64,81,84,34,53,49,39,53,59,68,47,50,84,84.85,88.68,80.95,72.73,100,83.08,73.85,71.93,86,87.5,54,63,62,58,84,54,59,71,33
391,F,Hindu,AIDS,A4,A1,A1,106,28,31,ASA,HSP,PSK,73,67,83,50,85,74,75,67,84,93,66,75,64,87,64,77,72,72,64,93.18,94.2,97.8,94.74,100,100,96.77,93.22,93.85,96.15,92.19,89,85,77,87,80,81,99,90,78
392,M,Hindu,AIDS,A1,A6,A7,29,149,226,PBS,HSP,DKU,47,44,74,37,73,39,65,73,67,77,46,46,45,36,53,46,48,46,59,88.24,85.94,86.87,84.62,76.92,100,86.96,83.08,83.87,82.61,69.49,37,49,71,45,67,49,62,42,41
393,M,Hindu,AIDS,A4,A2,A4,113,56,125,PBS,PKS,MVP,62,69,47,45,64,65,72,78,82,81,55,53,82,67,80,75,82,63,88,97.73,95.65,100,92.11,92.86,100,96.72,92.86,96.88,100,100,58,62,75,81,84,71,77,81,76
394,M,Hindu,AIDS,A5,A6,A7,127,160,231,YRP,DAS,ZVB,36,42,59,34,79,47,62,58,77,86,21,45,49,50,36,41,46,48,58,82.56,82.81,88.24,81.58,90,100,73.91,75.38,77.42,63.04,66.1,49,40,81,35,53,44,64,46,26
395,M,Hindu,AIDS,A4,A3,A6,108,82,192,HPP,HDS,DVP,58,63,53,42,82,55,64,73,77,80,51,54,86,45,68,61,57,42,73,80.68,75.36,70.33,89.47,71.43,100,72.31,76.19,73.13,74.51,73.21,67,44,60,42,58,53,87,60,50
396,M,Hindu,AIDS,A4,A6,A7,97,159,244,ARY,DAS,ZVB,46,45,76,28,68,40,65,58,71,68,32,39,11,23,8,38,55,41,5,95.45,91.3,91.21,86.84,92.86,100,86.96,84.62,80.65,84.78,83.05,40,53,75,31,44,47,55,58,24
397,M,Hindu,AIDS,A5,A4,A4,146,101,129,DBP,KDL,MVP,41,54,83,44,82,69,76,65,72,96,38,64,71,62,66,66,65,71,74,100,96.88,99.02,94.74,90,100,96.92,95.38,85.96,96,92.19,44,49,71,80,84,81,102,78,45
398,M,Hindu,AIDS,A6,A3,A3,177,65,89,JHS,KDL,SAS,70,55,41,44,70,62,74,81,72,79,75,64,80,80,70,71,69,49,75,83.33,82.81,92,92.11,85.71,100,78.46,66.67,68.66,66.67,51.79,62,59,91,80,76,62,51,71,63
399,M,Hindu,AIDS,A6,A5,A6,171,130,209,HPP,ARY,DVP,48,47,49,45,71,50,88,59,65,73,40,53,54,54,50,50,81,43,54,96.43,98.44,92,97.37,100,100,96.55,85.25,83.08,96.72,92.98,61,43,66,54,66,54,67,65,48
400,M,Hindu,AIDS,A3,A1,A1,71,9,17,DHK,IJT,UMS,77,74,80,55,91,83,81,87,95,86,75,79,73,88,67,85,74,67,70,93.33,93.94,92.45,97.62,100,100,100,100,100,100,100,79,83,78,88,93,87,91,77,61
401,M,Hindu,AIDS,A3,A4,A6,68,116,202,VVP,DAS,MGV,33,59,73,37,69,67,81,80,78,87,35,55,52,55,45,54,62,50,50,74.67,86.36,86.79,69.05,81.82,100,83.08,81.54,78.95,88,78.13,57,55,65,70,66,72,92,85,71
402,M,Hindu,AIDS,A5,A2,A2,124,39,53,MCD,IJT,ZVB,68,62,60,58,78,66,64,67,68,85,69,74,88,76,78,69,75,74,86,100,100,100,100,100,100,100,100,100,100,100,74,71,88,83,81,90,97,65,42
403,M,Hindu,AIDS,A1,A1,A2,19,17,47,YRP,KDL,MGV,76,73,77,55,78,74,72,77,82,80,77,69,83,76,72,72,71,70,85,96.47,98.44,95.96,97.44,100,100,95.16,96.61,100,100,100,88,76,78,77,75,82,84,84,58
404,F,Hindu,AIDS,A1,A4,A6,26,90,181,DBP,IRS,MGV,60,55,74,45,81,52,66,68,75,75,50,49,63,44,62,68,68,58,62,89.41,92.19,93.94,84.62,76.92,100,95.38,96.92,92.98,88,90.63,66,56,74,67,70,81,85,71,42
405,M,Hindu,AIDS,A2,A5,A6,37,119,201,ARY,ARY,UMM,53,55,66,37,75,49,66,50,74,78,39,56,43,52,40,53,49,48,48,86.21,87.1,87.63,88.1,83.33,100,86.21,86.89,84.62,81.97,87.72,51,43,63,54,66,57,70,67,52
406,M,Jain,AIDS,A5,A5,A7,143,144,215,DHK,ARY,ZVB,47,35,60,35,73,58,76,52,75,88,32,49,60,56,59,54,81,45,69,86.05,82.81,86.27,86.84,90,100,84.48,95.08,86.15,90.16,92.98,44,58,71,66,84,64,74,79,55
407,M,Hindu,AIDS,A6,A2,A2,180,33,42,PBS,HDS,PHA,68,63,56,58,85,70,82,77,73,72,62,72,81,81,75,85,80,79,82,100,96.88,98,94.74,100,100,88.52,91.07,78.13,88.14,88.71,83,79,86,86,89,90,85,80,52
408,M,Hindu,AIDS,A6,A4,A5,181,112,171,PBS,HDS,DPB,50,53,59,43,69,53,83,67,66,70,52,62,59,54,52,56,52,53,70,100,98.44,100,97.37,100,100,89.23,92.31,80.7,86,89.06,61,62,57,47,70,55,66,59,43
409,M,Hindu,AIDS,A6,A6,A7,155,163,232,DHK,IJT,DKU,30,40,49,37,67,49,66,66,63,73,33,43,72,43,67,47,52,48,58,97.62,98.44,100,97.37,100,100,100,100,100,100,100,48,46,59,65,59,51,55,54,39
410,M,Hindu,AIDS,A1,A3,A6,6,63,203,SJG,DAS,DVP,54,65,59,44,85,69,62,87,79,76,32,49,82,57,74,54,71,46,67,89.41,84.38,88.89,79.49,76.92,100,72.31,77.78,79.1,84.31,73.21,66,50,67,52,56,56,72,58,55
411,M,Hindu,AIDS,A2,A5,A7,58,143,239,ASA,YRP,SAS,55,36,76,39,77,46,60,46,71,76,21,32,37,44,42,40,74,42,51,90.8,83.87,87.63,83.33,83.33,100,72.41,77.05,70.77,73.77,70.18,43,40,71,42,64,49,65,66,42
412,M,Hindu,AIDS,A2,A3,A5,49,68,165,ARY,PKS,ZVB,64,59,83,45,86,61,60,76,85,86,57,54,70,51,66,69,73,45,67,73.56,67.74,79.38,66.67,75,100,80,61.9,80.6,76.47,58.93,55,49,58,64,81,50,74,58,31
413,M,Hindu,AIDS,A1,A1,A1,30,1,4,SJG,HSP,MVP,88,76,80,77,95,86,81,87,80,95,82,85,83,89,85,83,80,88,80,91.76,96.88,90.91,92.31,100,100,91.94,94.92,95.38,96.15,89.06,91,96,80,94,89,97,99,95,91
414,M,Hindu,AIDS,A6,A5,A6,156,126,193,MCD,PKS,DVP,48,48,50,41,90,56,74,75,72,61,44,54,71,53,54,60,81,51,66,88.1,76.56,92,86.84,85.71,100,89.66,78.69,76.92,77.05,87.72,55,45,67,72,70,85,98,72,51
415,M,Hindu,AIDS,A5,A1,A1,134,20,19,DBP,IJT,PSK,60,69,87,66,87,83,77,66,84,87,64,86,88,82,86,76,83,86,89,84.88,90.63,93.14,89.47,80,100,88.71,83.05,86.15,84.62,82.81,69,70,74,93,92,92,96,89,49
416,M,Hindu,AIDS,A6,A6,A7,157,169,240,ARY,HSP,DKU,39,37,47,28,64,40,63,52,68,77,38,39,30,40,27,40,44,32,28,96.43,89.06,94,94.74,92.86,100,84.06,83.08,77.42,82.61,81.36,42,39,70,47,57,41,37,54,41
417,M,Hindu,AIDS,A1,A2,A5,24,54,167,ARY,HDS,DPB,58,63,71,50,85,70,68,87,76,80,53,49,71,55,59,78,80,44,70,92.94,95.31,95.96,87.18,92.31,100,95.08,91.07,90.63,93.22,96.77,67,75,78,77,69,60,80,81,69
418,M,Hindu,AIDS,A2,A1,A3,53,21,107,PBS,YRP,UMS,81,73,72,61,87,62,67,66,76,78,60,59,80,64,81,67,71,51,90,97.7,90.32,97.94,90.48,91.67,100,96.77,94.92,100,100,93.75,77,79,94,64,75,80,76,82,56
419,M,Hindu,AIDS,A5,A2,A2,128,34,43,VVP,DAS,MGV,56,59,85,63,83,80,75,76,78,93,55,75,83,79,75,83,77,82,82,100,100,100,100,100,100,100,100,100,100,100,85,87,91,93,90,94,86,79,80
